utterance_id,audio_path,source,split,chunk_start_sec,chunk_end_sec,span_index,start_sec,end_sec,language,text
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,4,13.97,14.71,hindi,कि भई तुम्हें कोई
lexmodi_original_2h20m_10m__chunk_0024,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0024.wav,lexmodi_original_2h20m_10m,test,336.000,351.000,0,0.0,14.3,hindi,कि भई तुम्हें कोई निर्णय करते समय कोई उलझन हो तो तुम किसी गरीब का चेहरा देख लो उनको याद करो और सोचो यह उसके काम आएगा क्या तो आपका निर्णय सही होगा मुझे वह मंत्र बहुत काम आता है कि भई आप
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,0,0.0,3.84,hindi,कि भाई आप सामान्य मानवी को तो याद करो कि अभी मैं जो कर रहा हूं उसका
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,1,4.69,6.45,hindi,दूसरे प्रक्रिया जहां तक है
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,2,6.94,9.4,hindi,कि मैं बहुत ही
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,3,9.4,10.09,english,well connected
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,4,10.09,11.75,hindi,हूं मेरी सरकार में
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,5,12.54,14.01,hindi,मेरे अफसरों की
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,0,1.85,3.59,hindi,को मेरे प्रति ईर्ष्या भी होती होगी
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,1,4.52,6.62,hindi,और उनको तकलीफ़ भी होती होगी
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,2,7.2,8.24,hindi,और वो है
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,3,9.44,9.84,hindi,मेरे
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,4,9.84,11.42,english,information channel
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,5,11.42,12.2,hindi,बहुत है
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,6,12.61,13.21,hindi,और बहुत
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,7,13.21,13.69,english,live
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,8,13.69,14.01,hindi,है
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,0,0.53,6.25,hindi,और इसलिए मुझे चीजों की जानकारियां बहुत सारी मिल जाती हैं
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,1,6.79,7.69,hindi,और जगह से
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,2,9.07,10.99,hindi,तो मुझे कोई आकर के
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,3,11.13,11.52,english,brief
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,4,11.64,12.01,hindi,करें
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,5,13.2,13.92,hindi,वही अकेली
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,6,14.04,14.54,english,information
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,7,14.54,14.97,hindi,नहीं होती
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,1,0.28,0.9,english,information
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,6,12.85,13.25,english,officer
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,0,0.21,4.31,hindi,तो मैं विद्यार्थी भाव से उसको पूछता हूं भई अच्छा मुझे बताओ भाई कैसे हैं
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,1,4.98,6.22,hindi,फिर क्या है फिर कैसे हैं
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,2,7.15,8.44,hindi,और कभी मेरे पास दूसरी
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,3,8.44,9.14,english,information
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,4,9.14,10.3,hindi,है तो मैं
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,5,11.02,11.88,english,devil advocate
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,6,11.88,13.52,hindi,बन करके उल्टे प्रश्न पूछता हूं
lexmodi_original_2h20m_10m__chunk_0030,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0030.wav,lexmodi_original_2h20m_10m,test,420.000,435.000,0,0.96,11.08,hindi,उसको बहुत बारीकी से अनेक प्रकार से मंथन करना पड़ता है। तो ऐसा करने से एक अमृत निकले उस प्रकार की मेरी कोशिश रहती है।
lexmodi_original_2h20m_10m__chunk_0031,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0031.wav,lexmodi_original_2h20m_10m,test,434.000,449.000,0,0.0,12.91,hindi,दूसरा मैं जब निर्णय लेता हूं मुझे लगता है कि हां यह करने जैसा है तो फिर मैं एक सहमना जो लोग हैं मेरे विचारों को उनको
lexmodi_original_2h20m_10m__chunk_0031,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0031.wav,lexmodi_original_2h20m_10m,test,434.000,449.000,1,12.91,13.25,english,share
lexmodi_original_2h20m_10m__chunk_0031,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0031.wav,lexmodi_original_2h20m_10m,test,434.000,449.000,2,13.25,14.77,hindi,करके हल्के फुल्के
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,0,0.0,1.83,hindi,हल्के फुल्के शब्दों में मैं डालता हूं
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,1,2.87,3.32,hindi,उनके भी
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,2,3.32,3.82,english,reaction
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,3,3.82,5.46,hindi,देखता हूं कि निर्णय का क्या होगा
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,4,8.35,9.38,hindi,और मुझे फिर जब
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,5,13.29,13.88,english,conviction
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,6,13.88,14.35,hindi,बन जाए
lexmodi_original_2h20m_10m__chunk_0033,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0033.wav,lexmodi_original_2h20m_10m,test,462.000,477.000,2,4.9,5.35,english,process
lexmodi_original_2h20m_10m__chunk_0033,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0033.wav,lexmodi_original_2h20m_10m,test,462.000,477.000,4,7.48,7.77,english,time
lexmodi_original_2h20m_10m__chunk_0033,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0033.wav,lexmodi_original_2h20m_10m,test,462.000,477.000,6,8.61,8.87,english,speed
lexmodi_original_2h20m_10m__chunk_0034,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0034.wav,lexmodi_original_2h20m_10m,test,476.000,491.000,0,0.0,1.23,hindi,कैसे निर्णय लिए
lexmodi_original_2h20m_10m__chunk_0034,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0034.wav,lexmodi_original_2h20m_10m,test,476.000,491.000,1,3.59,4.23,hindi,अब मुझे
lexmodi_original_2h20m_10m__chunk_0034,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0034.wav,lexmodi_original_2h20m_10m,test,476.000,491.000,3,5.34,5.95,hindi,मिलते हैं
lexmodi_original_2h20m_10m__chunk_0034,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0034.wav,lexmodi_original_2h20m_10m,test,476.000,491.000,5,8.65,10.42,hindi,में भात-भात के मुझे उदाहरण देते थे
lexmodi_original_2h20m_10m__chunk_0034,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0034.wav,lexmodi_original_2h20m_10m,test,476.000,491.000,6,11.52,14.5,hindi,फलाने देश ने यह कर दिया ढिकने देश ने तुम भी करो तुम भी करो
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,0,0.0,2.29,hindi,तुम भी करो तुम भी करो सब बड़े-बड़े
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,1,2.59,3.21,english,economist
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,2,3.21,4.92,hindi,मिलाकर के मेरा सर खपाते थे
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,3,5.48,6.02,english,political
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,4,6.02,6.64,hindi,पार्टियां मुझे
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,5,6.64,7.02,english,pressure
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,6,7.02,8.85,hindi,करती थी इतना पैसा दे दो इतना पैसा
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,7,10.15,13.06,hindi,मैं कुछ करता नहीं था मैं सोचता था मैं क्या करूंगा
lexmodi_original_2h20m_10m__chunk_0035,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0035.wav,lexmodi_original_2h20m_10m,test,490.000,505.000,8,14.02,14.3,hindi,और फिर
lexmodi_original_2h20m_10m__chunk_0037,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0037.wav,lexmodi_original_2h20m_10m,test,518.000,533.000,0,0.0,4.49,hindi,रोज़मर्रा की आवश्यकता के लिए सामाजिक तनाव पैदा नहीं होने दूंगा
lexmodi_original_2h20m_10m__chunk_0037,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0037.wav,lexmodi_original_2h20m_10m,test,518.000,533.000,1,4.92,7.02,hindi,ऐसे कुछ मेरे मन में भाव तय हुए
lexmodi_original_2h20m_10m__chunk_0037,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0037.wav,lexmodi_original_2h20m_10m,test,518.000,533.000,2,8.13,9.09,hindi,सब दुनिया तो
lexmodi_original_2h20m_10m__chunk_0037,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0037.wav,lexmodi_original_2h20m_10m,test,518.000,533.000,3,9.09,9.68,english,lockdown
lexmodi_original_2h20m_10m__chunk_0037,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0037.wav,lexmodi_original_2h20m_10m,test,518.000,533.000,4,9.68,10.46,hindi,में पड़ी थी
lexmodi_original_2h20m_10m__chunk_0037,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0037.wav,lexmodi_original_2h20m_10m,test,518.000,533.000,5,11.83,12.33,english,economy
lexmodi_original_2h20m_10m__chunk_0037,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0037.wav,lexmodi_original_2h20m_10m,test,518.000,533.000,6,12.33,14.38,hindi,पूरी तरह दुनिया की बैठ चुकी थी
lexmodi_original_2h20m_10m__chunk_0039,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0039.wav,lexmodi_original_2h20m_10m,test,546.000,561.000,1,2.15,2.87,english,Expert
lexmodi_original_2h20m_10m__chunk_0039,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0039.wav,lexmodi_original_2h20m_10m,test,546.000,561.000,3,3.09,3.62,english,opinion
lexmodi_original_2h20m_10m__chunk_0040,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0040.wav,lexmodi_original_2h20m_10m,test,560.000,575.000,1,4.75,5.27,english,develop
lexmodi_original_2h20m_10m__chunk_0040,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0040.wav,lexmodi_original_2h20m_10m,test,560.000,575.000,4,10.8,11.4,english,inflation
lexmodi_original_2h20m_10m__chunk_0040,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0040.wav,lexmodi_original_2h20m_10m,test,560.000,575.000,6,13.08,14.5,english,immediate after covid
lexmodi_original_2h20m_10m__chunk_0041,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0041.wav,lexmodi_original_2h20m_10m,test,574.000,589.000,0,0.0,1.23,english,after covid
lexmodi_original_2h20m_10m__chunk_0041,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0041.wav,lexmodi_original_2h20m_10m,test,574.000,589.000,1,2.08,10.23,hindi,मेरे देश ने नहीं झेली। मेरा देश आज लगातार दुनिया की बड़ी
lexmodi_original_2h20m_10m__chunk_0041,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0041.wav,lexmodi_original_2h20m_10m,test,574.000,589.000,2,10.43,11.0,english,economy
lexmodi_original_2h20m_10m__chunk_0041,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0041.wav,lexmodi_original_2h20m_10m,test,574.000,589.000,3,11.26,14.8,hindi,"में तेज गति से प्रगति करने वाला है, उसका मूल"
lexmodi_original_2h20m_10m__chunk_0042,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0042.wav,lexmodi_original_2h20m_10m,test,588.000,600.000,0,0.0,7.51,hindi,उसका मूल कारण उस संकट के समय बड़े धैर्य के साथ कोई दुनिया भर की
lexmodi_original_2h20m_10m__chunk_0042,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0042.wav,lexmodi_original_2h20m_10m,test,588.000,600.000,1,7.51,7.91,english,theory
lexmodi_original_2h20m_10m__chunk_0042,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0042.wav,lexmodi_original_2h20m_10m,test,588.000,600.000,2,7.91,11.33,hindi,को लागू करने के मोह में पड़े बिना अखबार वालों को
