utterance_id,audio_path,source,split,chunk_start_sec,chunk_end_sec,span_index,start_sec,end_sec,language,text
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,10,10.0,10.9,hindi,के बाद धीरे-धीरे
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,11,11.0,11.6,english,इवॉल्व
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,12,11.7,12.2,hindi,होती है।
lexmodi_original_2h20m_10m__chunk_0015,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0015.wav,lexmodi_original_2h20m_10m,test,210.000,225.000,13,13.4,14.2,hindi,और उसको हमने
lexmodi_original_2h20m_10m__chunk_0016,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0016.wav,lexmodi_original_2h20m_10m,test,224.000,239.000,0,0.0,3.95,hindi,हमने उस उस फर्क को समझ करके इसको हैंडल करना चाहिए।
lexmodi_original_2h20m_10m__chunk_0016,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0016.wav,lexmodi_original_2h20m_10m,test,224.000,239.000,1,5.1,14.9,english,"You have a reputation for being a decisive leader. So, can you walk me through on this topic of ideas, how you make decisions, what's your process?"
lexmodi_original_2h20m_10m__chunk_0017,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0017.wav,lexmodi_original_2h20m_10m,test,238.000,253.000,0,0.0,0.56,english,process
lexmodi_original_2h20m_10m__chunk_0017,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0017.wav,lexmodi_original_2h20m_10m,test,238.000,253.000,1,2.03,5.22,english,"So for instance when facing a high stakes choice,"
lexmodi_original_2h20m_10m__chunk_0017,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0017.wav,lexmodi_original_2h20m_10m,test,238.000,253.000,2,6.21,9.08,english,"uh would no clear precedence, you know, a lot of uncertainty,"
lexmodi_original_2h20m_10m__chunk_0017,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0017.wav,lexmodi_original_2h20m_10m,test,238.000,253.000,3,10.36,13.06,english,"having to balance input, how do you make decisions?"
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,0,2.1,3.59,hindi,बहुत सी बातें हैं इसके पीछे
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,1,5.07,5.43,hindi,एक
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,2,7.38,9.33,hindi,शायद हिंदुस्तान में मैं एक ऐसा
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,3,9.59,10.33,english,पॉलिटिशियन
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,4,10.48,10.65,hindi,हूं
lexmodi_original_2h20m_10m__chunk_0018,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0018.wav,lexmodi_original_2h20m_10m,test,252.000,267.000,5,11.93,14.14,hindi,जो मेरे देश के
lexmodi_original_2h20m_10m__chunk_0019,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0019.wav,lexmodi_original_2h20m_10m,test,266.000,281.000,0,0.011,0.021,english,
lexmodi_original_2h20m_10m__chunk_0019,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0019.wav,lexmodi_original_2h20m_10m,test,266.000,281.000,1,1.696,3.326,english,85 to 90% district
lexmodi_original_2h20m_10m__chunk_0019,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0019.wav,lexmodi_original_2h20m_10m,test,266.000,281.000,2,3.966,4.286,hindi,mein
lexmodi_original_2h20m_10m__chunk_0019,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0019.wav,lexmodi_original_2h20m_10m,test,266.000,281.000,3,6.014,7.724,hindi,Ratri mukam kar chuka hu
lexmodi_original_2h20m_10m__chunk_0019,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0019.wav,lexmodi_original_2h20m_10m,test,266.000,281.000,4,11.458,13.758,hindi,Mere purva jeevan ki main baat karta hu
lexmodi_original_2h20m_10m__chunk_0019,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0019.wav,lexmodi_original_2h20m_10m,test,266.000,281.000,5,13.848,14.078,hindi,Main bhraman karta tha
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,0,2.15,5.15,hindi,उससे जो मैंने पाया है वह जो सिखा है
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,1,6.6,8.55,hindi,तो मेरे पास वह एक बहुत बड़ा
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,2,9.0,9.7,hindi,चीजों को
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,3,10.1,11.1,english,ग्रास रूट लेवल
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,4,11.1,11.45,hindi,पर
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,5,11.7,13.15,hindi,स्थितियों के विषय में मेरी
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,6,13.2,14.15,english,फर्स्ट हैंड इनफॉरमेशन
lexmodi_original_2h20m_10m__chunk_0020,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0020.wav,lexmodi_original_2h20m_10m,test,280.000,295.000,7,14.2,14.7,hindi,है
lexmodi_original_2h20m_10m__chunk_0021,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0021.wav,lexmodi_original_2h20m_10m,test,294.000,309.000,0,0.0,0.67,english,question
lexmodi_original_2h20m_10m__chunk_0021,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0021.wav,lexmodi_original_2h20m_10m,test,294.000,309.000,1,0.67,1.23,hindi,है
lexmodi_original_2h20m_10m__chunk_0021,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0021.wav,lexmodi_original_2h20m_10m,test,294.000,309.000,2,1.83,4.99,hindi,किसी से पूछा हुआ जाना हुआ है सब किताबों के द्वारा नहीं पाया है।
lexmodi_original_2h20m_10m__chunk_0021,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0021.wav,lexmodi_original_2h20m_10m,test,294.000,309.000,3,6.63,7.47,hindi,दूसरा
lexmodi_original_2h20m_10m__chunk_0021,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0021.wav,lexmodi_original_2h20m_10m,test,294.000,309.000,4,10.25,14.99,hindi,गवर्नेंस की दृष्टि से देखे तो मेरे पास कोई प्रकार का
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,0,0.0,1.85,hindi,प्रकार का बैगेज नहीं है
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,1,3.0,5.0,hindi,कि जिस बैगेज को लेकर के मुझे
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,2,6.0,9.5,hindi,दबे रहना है उसके अदा पर मेरा
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,3,10.0,11.0,hindi,चलना है वो नहीं है
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,4,12.0,12.5,hindi,तीसरा
lexmodi_original_2h20m_10m__chunk_0022,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0022.wav,lexmodi_original_2h20m_10m,test,308.000,323.000,5,13.0,14.5,hindi,निर्णय करने में मेरा
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,0,0.0,1.93,hindi,करने में मेरा एक तराजू है।
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,1,3.99,5.43,hindi,मेरा देश सबसे पहले।
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,2,5.99,9.17,hindi,मैं जो कर रहा हूं मेरे देश का नुकसान तो नहीं हो रहा है।
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,3,10.03,10.66,hindi,हो रहा है।
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,4,11.23,13.25,hindi,दूसरा हमारी यहां महात्मा गांधी कहते थे।
lexmodi_original_2h20m_10m__chunk_0023,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0023.wav,lexmodi_original_2h20m_10m,test,322.000,337.000,5,14.05,14.75,hindi,कि भई तुम्हें कोई
lexmodi_original_2h20m_10m__chunk_0024,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0024.wav,lexmodi_original_2h20m_10m,test,336.000,351.000,0,0.0,3.03,hindi,कि भाई तुम्हें कोई निर्णय करते समय कोई उलझन हो
lexmodi_original_2h20m_10m__chunk_0024,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0024.wav,lexmodi_original_2h20m_10m,test,336.000,351.000,1,3.86,6.31,hindi,तो तुम किसी गरीब की चेहरा देख रहे हो उनको याद करो
lexmodi_original_2h20m_10m__chunk_0024,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0024.wav,lexmodi_original_2h20m_10m,test,336.000,351.000,2,7.02,9.07,hindi,और सोचो यह उसके काम आएगा क्या
lexmodi_original_2h20m_10m__chunk_0024,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0024.wav,lexmodi_original_2h20m_10m,test,336.000,351.000,3,9.87,11.08,hindi,तो आपका निर्णय सही होगा
lexmodi_original_2h20m_10m__chunk_0024,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0024.wav,lexmodi_original_2h20m_10m,test,336.000,351.000,4,11.9,13.68,hindi,मुझे वह मंत्र बहुत काम आता है
lexmodi_original_2h20m_10m__chunk_0024,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0024.wav,lexmodi_original_2h20m_10m,test,336.000,351.000,5,14.5,14.95,hindi,कि भाई आप
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,0,0.0,2.682,hindi,कि भई आप सामान्य मानव को याद करो
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,1,2.682,4.142,hindi,क्या मैं जो कर रहा हूं उसको
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,2,4.542,6.542,hindi,दूसरे प्रक्रिया जहां तक है
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,3,7.142,7.502,hindi,कि मैं
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,4,8.822,9.172,hindi,बहुत ही
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,5,9.172,9.942,english,वेल कनेक्टेड
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,6,9.942,10.362,hindi,हूं
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,7,10.512,11.942,hindi,मेरी सरकार में
lexmodi_original_2h20m_10m__chunk_0025,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0025.wav,lexmodi_original_2h20m_10m,test,350.000,365.000,8,12.352,14.282,hindi,मेरे अफसरों को ये
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,0,1.83,3.73,hindi,वो मेरे प्रति ईर्ष्या भी होती होगी
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,1,4.39,6.63,hindi,और उनको तकलीफ भी होती होगी
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,2,7.33,8.13,hindi,और वो है
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,3,9.38,9.78,hindi,मेरे
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,4,10.08,11.28,english,इनफॉर्मेशन चैनल
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,5,11.38,12.08,hindi,बहुत है
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,6,12.68,13.28,hindi,और बहुत
lexmodi_original_2h20m_10m__chunk_0026,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0026.wav,lexmodi_original_2h20m_10m,test,364.000,379.000,7,13.28,13.98,english,लाइव है
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,0,0.8,5.1,hindi,और इसलिए मुझे चीजों की जानकारियां बहुत सारी मिल जाती है
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,1,6.1,7.4,hindi,और जगह से
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,2,9.3,10.5,hindi,तो मुझे कोई आकर के
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,3,10.8,11.3,english,ब्रीफ
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,4,11.3,11.8,hindi,करें
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,5,13.2,13.9,hindi,वो ही अकेले
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,6,14.3,14.9,english,इंफॉर्मेशन
lexmodi_original_2h20m_10m__chunk_0027,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0027.wav,lexmodi_original_2h20m_10m,test,378.000,393.000,7,14.9,15.2,hindi,नहीं
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,0,0.0,0.6,english,information
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,1,0.6,1.23,hindi,nahi hote.
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,2,1.38,3.95,hindi,mere paas ek dusre pehlu bhi hote hain.
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,3,4.97,5.51,hindi,To main
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,4,6.63,11.1,hindi,dusra main ek mere me vidyarthi bhav hai.
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,5,11.39,12.44,hindi,Man lijiye koi cheez nahi aayi.
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,6,12.44,13.06,hindi,mujhe kisi
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,7,13.06,13.43,english,option
lexmodi_original_2h20m_10m__chunk_0028,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0028.wav,lexmodi_original_2h20m_10m,test,392.000,407.000,8,13.43,14.15,hindi,ne kuch bataya.
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,0,0.99,2.05,hindi,तो मैं विद्यार्थी भाव से उसको पूछता हूं
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,1,2.05,4.14,hindi,भाई अच्छा मुझे बताओ भाई कैसे हैं।
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,2,4.88,5.51,hindi,फिर क्या है
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,3,5.51,6.46,hindi,फिर कैसे है।
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,4,7.02,8.35,hindi,और कभी मेरे पास दूसरी
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,5,8.35,9.07,english,इंफॉर्मेशन
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,6,9.07,10.05,hindi,है तो मैं
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,7,11.2,12.06,english,डेविल एडवोकेट
lexmodi_original_2h20m_10m__chunk_0029,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0029.wav,lexmodi_original_2h20m_10m,test,406.000,421.000,8,12.06,13.56,hindi,बनकर के उल्टे प्रश्न पूछता हूं।
lexmodi_original_2h20m_10m__chunk_0030,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0030.wav,lexmodi_original_2h20m_10m,test,420.000,435.000,0,1.37,2.39,hindi,उसको बहुत बारीकी से
lexmodi_original_2h20m_10m__chunk_0030,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0030.wav,lexmodi_original_2h20m_10m,test,420.000,435.000,1,2.94,6.39,hindi,अनेक प्रकार से मंथन करना पड़ता है।
lexmodi_original_2h20m_10m__chunk_0030,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0030.wav,lexmodi_original_2h20m_10m,test,420.000,435.000,2,7.41,11.83,hindi,तो ऐसा करने से अमृत निकले उस प्रकार की मेरी कोशिश रहती है।
lexmodi_original_2h20m_10m__chunk_0031,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0031.wav,lexmodi_original_2h20m_10m,test,434.000,449.000,0,0.547,3.967,hindi,दूसरा मैं जब निर्णय लेता हूं
lexmodi_original_2h20m_10m__chunk_0031,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0031.wav,lexmodi_original_2h20m_10m,test,434.000,449.000,1,5.167,7.727,hindi,मुझे लगता है कि हां ये करने जैसा तो फिर मैं एक
lexmodi_original_2h20m_10m__chunk_0031,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0031.wav,lexmodi_original_2h20m_10m,test,434.000,449.000,2,9.097,14.897,hindi,सहमाना जो लोग हैं मेरे विचारों को उनको शेयर करके हल्के फुल्के
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,0,0.0,2.0,hindi,हल्के फुल्के शब्दों में मैं डालता हूं।
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,1,2.8,5.15,hindi,उनके भी रिएक्शन देखता हूं कि निर्णय का क्या होगा।
lexmodi_original_2h20m_10m__chunk_0032,/home/vishal/assignment2-final/stage1_lid/audio/chunks/lexmodi_original_2h20m_10m__chunk_0032.wav,lexmodi_original_2h20m_10m,test,448.000,463.000,2,8.5,9.6,hindi,और मुझे फिर जब
